protocol,dataset_key,dataset_name,model_key,evaluations,synthetic_total,elapsed_total,group_overlap_total,min_test_n,max_test_n,min_rare_count,max_rare_count,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,wmse_mean,wmse_std,sera_mean,sera_std,oiha_mean,oiha_std,rare_ratio_mean,rare_ratio_std,rare_rmse_mean,rare_rmse_std,rare_mae_mean,rare_mae_std,normal_rmse_mean,normal_rmse_std,normal_mae_mean,normal_mae_std
protocol_sensitivity_grouped10fold,servo,Servo,smote_r_rf,10,891,1.241223,0,16,17,3,4,0.5910247554319582,0.1038818691655626,0.4002994461015536,0.07981820891710883,0.8385989673391512,0.06684948191683661,0.6397468444837885,0.25380385765478164,0.22518538817067565,0.09890526839242346,0.2959815718004391,0.12579199027731547,0.20330882352941176,0.027894375148702702,0.9378221498088694,0.20978996614639964,0.7786683750068268,0.16210446770270162,0.4362787870456241,0.15514658652798627,0.303022393887505,0.087863742769348
protocol_sensitivity_grouped10fold,tgss_bmi,TGSS BMI,ekk,10,0,0.471666,0,169,171,27,40,4.724384852478043,0.3096576630474376,3.6349831123064056,0.1668910473799962,0.10743854778350488,0.04994891938131913,44.92470408891645,8.550779903183967,13.68749210840917,2.782995066604703,13.931839050584662,2.8273291172915185,0.18994913318799958,0.022910595298949697,8.475943916952959,0.8685237060321437,7.704462175612093,0.6532400787521423,3.273789435574873,0.11448740511662268,2.6838836230171714,0.09152126595192667
protocol_sensitivity_grouped10fold,tgss_bmi,TGSS BMI,relevance_weighted_rf,10,0,1.5051809999999999,0,169,171,27,40,4.7882518457367915,0.28217483108268177,3.7126644620992644,0.1415573520854401,0.08213433555685903,0.0562088931617136,44.55053200050329,8.245024519038363,13.575916226465063,2.7188117977605923,13.999292356114855,2.650089814590955,0.18994913318799958,0.022910595298949697,8.395478484183396,0.8321656186283721,7.568517885327782,0.6132615791256295,3.428251335968177,0.17544241279350217,2.813397290863395,0.10603310842275766
protocol_sensitivity_grouped10fold,tgss_bmi,TGSS BMI,rf,10,0,1.644198,0,169,171,27,40,4.796138896981513,0.28332545984510993,3.710413092804784,0.17040348081235213,0.07947820807602243,0.049255383822598635,45.16609412140839,8.519858685697509,13.763620903928711,2.806085906749508,14.123359009004758,2.7359279450821017,0.18994913318799958,0.022910595298949697,8.470701744770942,0.841777716988197,7.641628680090271,0.6134150771496966,3.3999939234569885,0.17159795249681403,2.794671057116674,0.13185498097846055
protocol_sensitivity_grouped10fold,tgss_bmi,TGSS BMI,smogn_rf,10,9473,2.785893,0,169,171,27,40,5.01835029061113,0.32041644752073595,3.9165394629768846,0.16036180470499545,-0.008900385772982699,0.08239018820231153,43.8402206278309,9.145484987278982,13.369568729402284,3.0296420198094447,14.872238382546646,2.914997275755525,0.18994913318799958,0.022910595298949697,8.091972725536369,0.8818820279145846,7.0310006778272065,0.6394130258478536,3.957365169317922,0.23060380492429128,3.1910587968405384,0.1551073739084844
protocol_sensitivity_grouped10fold,tgss_bmi,TGSS BMI,smote_r_rf,10,9473,2.851405,0,169,171,27,40,5.021529820588259,0.3161300479664562,3.92573261393636,0.15587511621164668,-0.010710713504897895,0.08833558726427104,43.78058524209873,8.66441634715081,13.34814130455769,2.8769248767225952,14.870361652163021,2.9228141397227465,0.18994913318799958,0.022910595298949697,8.08631500614899,0.8956163417416947,6.99840002024049,0.6908615102383888,3.965117363762198,0.26198324463020073,3.212967126791289,0.20058302562035737
protocol_sensitivity_grouped10fold,tgss_income,TGSS approximate personal monthly net income,ekk,10,0,0.336414,0,252,258,28,34,18787.96983983081,2566.5277468905983,11107.755866932746,751.0234016639417,0.3395050462153767,0.06788266662936142,997487904.3261368,333876890.3155111,268328613.42978138,89762215.50978325,283286178.83981144,90532989.77605459,0.11896798989836892,0.00820926322999396,45680.07379227724,7834.737376400931,30089.03841213686,4332.475459839522,10754.42582000176,407.2453639487455,8537.677857656856,396.59745992432744
protocol_sensitivity_grouped10fold,tgss_income,TGSS approximate personal monthly net income,relevance_weighted_rf,10,0,1.492554,0,252,258,28,34,18489.06694182974,2616.4796772280547,10604.406897388893,718.4537310848367,0.3578479187975111,0.09493274217789692,951476030.0947243,328606327.1946595,255748315.34768146,87914177.25375031,279881434.07182956,90520380.82290436,0.11896798989836892,0.00820926322999396,44628.39822890685,8074.4725560604475,30021.443895162967,5160.459567328646,10773.704118059732,731.6399447518539,7983.82670507564,449.61441474745925
protocol_sensitivity_grouped10fold,tgss_income,TGSS approximate personal monthly net income,rf,10,0,1.705169,0,252,258,28,34,18472.77922460986,2628.3296529697013,10605.00242571198,772.9349288706647,0.35814000151805003,0.10252005056053588,952232133.773337,320201616.0139147,255880079.49989676,85429934.5769619,280290858.50676477,90555525.72604528,0.11896798989836892,0.00820926322999396,44709.48194144129,7902.371973030241,30062.212037162517,4924.6730162486365,10716.406289072576,846.5454009366048,7978.681893567964,454.1030888194293
protocol_sensitivity_grouped10fold,tgss_income,TGSS approximate personal monthly net income,smogn_rf,10,17523,4.131989,0,252,258,28,34,19427.003603252633,2582.289549389169,11969.220805096675,867.8700799088339,0.28950690665860906,0.10456179712972333,900565823.4416918,321340018.0921927,242182282.33491617,85832670.02824007,300046365.3769928,94819099.0807957,0.11896798989836892,0.00820926322999396,42035.01674793396,8423.445044166989,26367.767310039362,5360.066683881504,13644.646094740607,798.9936364345441,10026.135997580652,587.2680625246368
protocol_sensitivity_grouped10fold,tgss_income,TGSS approximate personal monthly net income,smote_r_rf,10,17523,4.170962,0,252,258,28,34,19899.62932558124,2292.5687802606467,12422.48266667535,840.479220139676,0.25340660127012854,0.09507026100597811,923506488.297526,294422904.7494596,248367450.9002058,78491536.68306051,313128136.24532425,87230394.68681055,0.11896798989836892,0.00820926322999396,42691.55093588372,7693.288169869571,26724.860567525182,4736.297335193247,14141.847424941347,819.4697353242872,10495.106721736493,656.2226815926421
protocol_sensitivity_grouped10fold,wine_quality_red,Wine Quality Red,ekk,10,0,0.222105,0,152,170,24,36,0.6524059683612065,0.03686055846357695,0.5058569784105165,0.02990352413396005,0.3443810970128208,0.0647927587892294,0.734485653576779,0.12486019191207108,0.21970763529401366,0.03951907498379885,0.25203176710061526,0.037361784168655515,0.1752191632723533,0.022070326923301003,1.1121422096438722,0.09887684016615499,1.003866788828534,0.09006697903031768,0.5001138942898475,0.0423651543816787,0.3995494483091563,0.033983668615869364
protocol_sensitivity_grouped10fold,wine_quality_red,Wine Quality Red,relevance_weighted_rf,10,0,1.259809,0,152,170,24,36,0.6319127061527132,0.042005759049304946,0.4936495851836553,0.02938562104106561,0.3854633781451889,0.06324671253449662,0.7017471528518252,0.16032946972290646,0.20974886229394712,0.048878598525080544,0.235632355058829,0.04769440684825273,0.1752191632723533,0.022070326923301003,1.0983122689843232,0.14988618936805273,0.9737106765005358,0.1321994960184818,0.4753809544173805,0.029023007994677084,0.39206560356181713,0.028153631522542327
protocol_sensitivity_grouped10fold,wine_quality_red,Wine Quality Red,rf,10,0,1.368813,0,152,170,24,36,0.6284990241302782,0.037085103735356104,0.4889698023102206,0.030496569634768454,0.39233666033760844,0.052745668180990385,0.6820664694314822,0.13970183864844973,0.20400390838027146,0.043581775550487,0.23143765509080003,0.04169555593857927,0.1752191632723533,0.022070326923301003,1.0830551375663502,0.13223266134097852,0.9639089956855372,0.1119141524304963,0.47697624048722825,0.03151325829232084,0.3883314924652674,0.02956328803762671
protocol_sensitivity_grouped10fold,wine_quality_red,Wine Quality Red,smogn_rf,10,9351,3.003321,0,152,170,24,36,0.6408794005188709,0.04359611026781216,0.49461275012716177,0.03320701884410071,0.3676276814252633,0.06924050845546394,0.6456846010358324,0.1610068626752771,0.19348605835047583,0.04999384976972715,0.23581176306621066,0.04567659493397975,0.1752191632723533,0.022070326923301003,1.0213831792016397,0.1598073181505229,0.8579579387654108,0.14748972774133612,0.5219871095049708,0.037279323055644,0.41772930700261374,0.031614105505963795
protocol_sensitivity_grouped10fold,wine_quality_red,Wine Quality Red,smote_r_rf,10,9351,2.98735,0,152,170,24,36,0.6397406461667601,0.04653879712732768,0.49214726575170326,0.03481737137975217,0.3692501993460353,0.07665715366604141,0.6107691159207312,0.15887140789891657,0.1832030197276881,0.04989000120778772,0.2322440568083243,0.04609747438214294,0.1752191632723533,0.022070326923301003,0.9894071162011011,0.16116236145795146,0.8269696497222018,0.1476591105460152,0.5331081020368278,0.037056780129865026,0.4211445468983195,0.02737852145953149
