protocol,scenario,dataset_key,dataset_name,model_key,evaluations,synthetic_total,elapsed_total,group_overlap_total,overlap_test_rows_total,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,wmse_mean,wmse_std,sera_mean,sera_std,oiha_mean,oiha_std,rare_ratio_mean,rare_ratio_std,rare_rmse_mean,rare_rmse_std,rare_mae_mean,rare_mae_std,normal_rmse_mean,normal_rmse_std,normal_mae_mean,normal_mae_std,rmse_rank,mae_rank,wmse_rank,sera_rank,oiha_rank,rare_rmse_rank,normal_rmse_rank,r2_rank
main_grouped_repeated5fold,main,california_housing,California Housing,ekk,10,0,0.441228,0,0,0.7273613788967177,0.012795042619202121,0.5317000561573438,0.003293041728022097,0.60252552587743,0.013102943450790867,1.0212066004466842,0.033081728085183566,0.304432932291226,0.011177118366962509,0.33632646853762316,0.01994415258046285,0.15353682170542635,0.002697076776245771,1.3572478358581257,0.02204671249860718,1.1171491138135037,0.018731349412224093,0.5391814039153887,0.01578516556073607,0.42547879900172114,0.004573318148340234,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
main_grouped_repeated5fold,main,california_housing,California Housing,relevance_weighted_rf,10,0,8.524468,0,0,0.5009902970550996,0.008380998011562594,0.3373451926504284,0.003965506711997238,0.8113892937277223,0.007290777240705796,0.4591698283016078,0.02166596199054407,0.136877897012353,0.006603444172262161,0.14974941190986196,0.006666613414639547,0.15353682170542635,0.002697076776245771,0.905499862034182,0.026143943825828127,0.6713568413292601,0.01860980416568097,0.38437622001485416,0.00523681695217002,0.27674715231194236,0.0031142137750845024,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0
main_grouped_repeated5fold,main,california_housing,California Housing,rf,10,0,8.416246,0,0,0.49085115970686266,0.01168954052800492,0.32861293294044935,0.005098483692353622,0.8189359997937602,0.008546328718893778,0.4438916743699412,0.02699650386831791,0.13233087042592476,0.008302289563464548,0.14484231717383747,0.009209907403180697,0.15353682170542635,0.002697076776245771,0.8902346422331562,0.02827258171205441,0.65834724421242,0.019315330220660492,0.3752751349454645,0.007444287573157751,0.268791627637847,0.0034279643301521646,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0
main_grouped_repeated5fold,main,california_housing,California Housing,smogn_rf,10,114420,42.218177,0,0,0.5136444951477315,0.010101481386646514,0.3563962697281726,0.005156787089586642,0.8017811978426309,0.007088144798621628,0.3881349566882982,0.023548772651594607,0.115714024410087,0.007174782131571445,0.14467522422116094,0.008046149866291461,0.15353682170542635,0.002697076776245771,0.7749877168503987,0.03050050034617216,0.5535204041294524,0.018470530603527442,0.45016596124982716,0.008306185213508982,0.32064096395006836,0.005414682818333536,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0
main_grouped_repeated5fold,main,california_housing,California Housing,smote_r_rf,10,114420,42.020063,0,0,0.5158261666011662,0.009898871662275112,0.35739107323637975,0.004278184460916878,0.8000534336341163,0.008195276743517787,0.3924065741900327,0.025589844515003513,0.11698893575295999,0.007771304790492166,0.1464208906614907,0.008463924775633814,0.15353682170542635,0.002697076776245771,0.7789647577526548,0.03281519258223194,0.5567944496209075,0.022335277399117386,0.4518366643900923,0.007143605127302937,0.32121471212160463,0.004102468645870167,4.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0
main_grouped_repeated5fold,main,concrete,Concrete Compressive Strength,ekk,10,0,0.20377699999999999,0,0,10.447125053289158,0.7296240010864942,8.294542586906598,0.6870991074763141,0.6071166114389142,0.045375057502935405,139.5521362760391,19.86704325365981,41.98659198571575,6.26199373018406,53.5522106930523,8.982792712505905,0.17916643430379003,0.01410560628063206,13.177899503873103,1.149597727878122,11.371810348947516,1.22126616958343,9.736945194474421,0.7527782081235398,7.61842370028811,0.6436056671193142,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
main_grouped_repeated5fold,main,concrete,Concrete Compressive Strength,relevance_weighted_rf,10,0,1.651125,0,0,5.194822490939576,0.5712710116870474,3.8007459315692613,0.3174958132942433,0.9020168846190406,0.02075731936132155,42.58696588271091,14.318249780058007,12.795538079642185,4.355851276114719,13.159570169735385,4.3020629707389535,0.17916643430379003,0.01410560628063206,7.540231204200806,1.6838299320329178,5.68908519413154,1.1618437379271875,4.4736419021512095,0.47295426708220095,3.384683064035593,0.2945352425282433,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0
main_grouped_repeated5fold,main,concrete,Concrete Compressive Strength,rf,10,0,1.608133,0,0,5.166341493462227,0.5027144112706787,3.736733005123143,0.28573613968821754,0.9033440534184203,0.017786499236950307,43.046842497003624,13.73912841091962,12.931945564133505,4.157077145072312,13.310204620192684,4.0746020977048225,0.17916643430379003,0.01410560628063206,7.699215356124695,1.6504650540630874,5.803784564778805,1.0931788118381613,4.367703048780884,0.4612698137324357,3.28136322917993,0.286250355920913,3.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0
main_grouped_repeated5fold,main,concrete,Concrete Compressive Strength,smogn_rf,10,5306,2.724926,0,0,4.972514134788659,0.48888509577257144,3.625536363481865,0.27916162968206587,0.9104013195531758,0.016949792303905822,35.301850524262804,11.684084122336756,10.605774200371687,3.545990420706591,11.187508688015509,3.4769415617648063,0.17916643430379003,0.01410560628063206,6.450437784889876,1.5870070698940046,4.591813187923341,1.006050562635279,4.541177774893898,0.44362122559830236,3.412263777559228,0.2612651233279524,2.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0
main_grouped_repeated5fold,main,concrete,Concrete Compressive Strength,smote_r_rf,10,5306,2.72042,0,0,4.964489846704539,0.4615378201451989,3.633875966882724,0.2633353062553128,0.9108240105468338,0.015843361130171856,34.91744145246702,10.859157220433756,10.502418752145283,3.34468705902217,11.076159320775284,3.2391240785079978,0.17916643430379003,0.01410560628063206,6.456703940145391,1.4869634012551582,4.687352615471258,0.9354823259447683,4.52867770696546,0.46369611452451504,3.4006342904589033,0.28832770500535054,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0
main_grouped_repeated5fold,main,servo,Servo,ekk,10,0,0.255933,0,0,1.1091455338245226,0.11043014607772658,0.9149980328867302,0.07865712848262105,0.4853349992230792,0.051576734830222466,1.9887966210410872,0.7261296769879165,0.7019531877092989,0.26676165431237187,1.1078776624518172,0.2544707769024606,0.2094474153297683,0.02272290335825662,1.6369520493550833,0.42572721638946365,1.4763205963816277,0.34289332483661933,0.9024298596762481,0.11406706109254765,0.7678300301629251,0.09539326914730334,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
main_grouped_repeated5fold,main,servo,Servo,relevance_weighted_rf,10,0,1.602199,0,0,0.6465298000502144,0.10762273273100391,0.42385503494305415,0.07223785007832971,0.824360604005349,0.04142901323827071,0.9009371377936507,0.3383251909996082,0.31939078789468744,0.12832307663574977,0.3759826724615302,0.1254125715597838,0.2094474153297683,0.02272290335825662,1.1647806104196738,0.272801798783276,0.9649065496470641,0.2186687450612255,0.3917863867556456,0.11928819114609122,0.27983889995670314,0.08323559023970088,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0
main_grouped_repeated5fold,main,servo,Servo,rf,10,0,1.560833,0,0,0.6448253866268691,0.11895216881439669,0.4243510280576769,0.08210301581551645,0.8232294362006911,0.057720600309452676,0.908729325916997,0.37895018972087663,0.3222372548299167,0.14175812378603325,0.3744805501682572,0.13925366745207177,0.2094474153297683,0.02272290335825662,1.1616331738860841,0.30731476639163746,0.9572127622919051,0.2591304614809948,0.39052870222324326,0.11477078806355734,0.2822519121017316,0.0816936061196588,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0
main_grouped_repeated5fold,main,servo,Servo,smogn_rf,10,788,1.718789,0,0,0.7139732502194126,0.10620297711764398,0.46051158578685314,0.0700088914622101,0.7842073065901494,0.05269832965972839,1.0206928127135275,0.4393364778994618,0.3613838345337351,0.17066467788840622,0.45817448547590367,0.1665527465205809,0.2094474153297683,0.02272290335825662,1.215242499048661,0.3278807547748225,0.9806114941089662,0.21663589429438687,0.47809590059974283,0.13157764843222022,0.32249404707817814,0.09936213571800902,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
main_grouped_repeated5fold,main,servo,Servo,smote_r_rf,10,788,1.7154479999999999,0,0,0.6355539893105824,0.11607195991751769,0.4259858360115416,0.0863091595734353,0.8276056724389997,0.05780417401741301,0.7696476513374982,0.3355626047295002,0.2736820808553905,0.12854759791590914,0.3556465135611964,0.14123239498244305,0.2094474153297683,0.02272290335825662,1.0296791770684472,0.33145620126043907,0.8503535975593977,0.27358800691792445,0.4435098059021329,0.16329389415288145,0.3123048188221793,0.11711107405588414,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0
main_grouped_repeated5fold,main,tgss_bmi,TGSS BMI,ekk,10,0,0.579535,0,0,4.750961928304378,0.18844535486457267,3.65413061265629,0.10015133175471883,0.09878163563043316,0.03209866916053162,45.40685228815766,5.354917764695208,13.804644348423873,1.6765339449838252,14.050318696766187,1.6974067619574507,0.18967602148451015,0.01580255099115718,8.534802089335239,0.5094500750679612,7.73155589523274,0.37105857522998703,3.289541152118013,0.062002698685332994,2.7008435531947512,0.04948512644684221,1.0,1.0,4.0,4.0,1.0,5.0,1.0,1.0
main_grouped_repeated5fold,main,tgss_bmi,TGSS BMI,relevance_weighted_rf,10,0,1.989919,0,0,4.80974548107624,0.18960314775038756,3.7282973949770337,0.12189094952077119,0.07568226747444823,0.049141265362336005,45.09804102919985,5.2196517181362045,13.711318836772824,1.6561352073888365,14.094911586245857,1.6574968099305019,0.18967602148451015,0.01580255099115718,8.457563096459124,0.5195362739672809,7.611190608664815,0.4069871824469292,3.436750930887026,0.09791519080077869,2.82083223119805,0.07585675255242202,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0
main_grouped_repeated5fold,main,tgss_bmi,TGSS BMI,rf,10,0,1.909694,0,0,4.8104578680884424,0.16590544648710875,3.713749953436765,0.10253106092901226,0.07541233991412832,0.04196729875403582,45.52375585188079,4.937104029292091,13.838430460046784,1.5448725134690846,14.18195179309381,1.5456409573637533,0.18967602148451015,0.01580255099115718,8.52594550319754,0.533492522219257,7.679594886078223,0.4272441421007878,3.399151673230442,0.09814004456051992,2.7878551858803333,0.07304248459496337,3.0,2.0,5.0,5.0,3.0,4.0,2.0,3.0
main_grouped_repeated5fold,main,tgss_bmi,TGSS BMI,smogn_rf,10,8424,3.804916,0,0,5.029209718954705,0.2190218890388012,3.9384245983704114,0.1569971052350882,-0.01203199905928425,0.0808427498480659,43.93634226717162,5.487837100999993,13.350272528361135,1.664539301040323,14.821796099342867,1.8408047806684713,0.18967602148451015,0.01580255099115718,8.160868740493772,0.6388886292415842,7.109232995142269,0.5147577458882915,3.9557202234990876,0.1405128519962922,3.2000716787892274,0.12565850104199927,4.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0
main_grouped_repeated5fold,main,tgss_bmi,TGSS BMI,smote_r_rf,10,8424,3.8233040000000003,0,0,5.052545163841298,0.20312248126378626,3.9464196453280196,0.14357917051428204,-0.021849826024063677,0.08464373168334242,44.51862868829509,5.089847979598796,13.533263073232826,1.604656714041799,15.002493336896885,1.6563596037256598,0.18967602148451015,0.01580255099115718,8.216054035636695,0.5516751623267732,7.148145480222792,0.47120213305230835,3.9603089893850374,0.16031073607461643,3.198001414558491,0.12336102465165329,5.0,5.0,2.0,2.0,5.0,2.0,5.0,5.0
main_grouped_repeated5fold,main,tgss_income,TGSS approximate personal monthly net income,ekk,10,0,0.436131,0,0,18811.89325427042,2340.9328627234977,11115.194805481737,489.45974882619254,0.3386831499460642,0.05537332147283644,996852893.9616878,336284502.2344977,268256428.7795754,89269749.49650528,283156734.48838437,89381927.30179109,0.11900330357759673,0.009671675033018575,46059.55395973727,8684.047123506845,30285.80374885592,3887.140096690598,10744.322461163401,505.61932352882593,8540.475460489813,369.0613393518647,3.0,3.0,5.0,5.0,3.0,5.0,3.0,3.0
main_grouped_repeated5fold,main,tgss_income,TGSS approximate personal monthly net income,relevance_weighted_rf,10,0,1.905612,0,0,18443.135855031334,2411.3508620756497,10562.091399099842,464.45745456054254,0.36472811437274116,0.05954818122402774,942510753.4389226,325423502.47013056,253664349.7227203,86453418.93524355,277750778.01490706,91455939.34088628,0.11900330357759673,0.009671675033018575,44812.023272070364,8343.780125645386,29720.750513781946,3559.6231452418297,10741.395094417428,794.4139952107337,7985.379639112379,312.1487073622367,1.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0
main_grouped_repeated5fold,main,tgss_income,TGSS approximate personal monthly net income,rf,10,0,1.9651800000000001,0,0,18539.364296391934,2411.6768508709156,10592.113911726756,505.22804091816397,0.35811699939372793,0.058686328305897664,955468458.3069397,323852505.9892468,257145296.2814127,86017912.70938812,281254753.20398635,91039707.64806783,0.11900330357759673,0.009671675033018575,45178.546375360005,8253.070207544424,30134.007248648042,3627.3787194673937,10720.93577945031,819.6329838712891,7962.147284173802,359.8667954194561,2.0,2.0,4.0,4.0,2.0,4.0,1.0,2.0
main_grouped_repeated5fold,main,tgss_income,TGSS approximate personal monthly net income,smogn_rf,10,15576,5.570698,0,0,19622.23793513142,2275.830095127171,12087.12183835655,475.83388671052387,0.27953087913792113,0.05615831049731541,903804381.4551455,320637038.0829084,243370482.79531765,85171539.88383487,305939015.97919166,91012826.62567827,0.11900330357759673,0.009671675033018575,42598.76905182991,8670.207410414421,26937.00127624533,4018.469828250066,13823.192990329175,750.9118514273858,10092.491276542965,308.83441609890133,4.0,4.0,1.0,1.0,4.0,2.0,4.0,4.0
main_grouped_repeated5fold,main,tgss_income,TGSS approximate personal monthly net income,smote_r_rf,10,15576,5.600372,0,0,19906.315116131536,2061.3525874576726,12492.123128163617,568.4096586788265,0.25709538799226656,0.05315191474588111,906573670.8999459,297662706.3105125,244133658.56703058,78918244.19010127,312016662.9962165,82943199.57979314,0.11900330357759673,0.009671675033018575,42524.57974002916,8194.694345147438,26507.533352745628,4002.154734168623,14302.417067991904,847.9612963982593,10611.005030276106,476.20387182938714,5.0,5.0,2.0,2.0,5.0,1.0,5.0,5.0
main_grouped_repeated5fold,main,wine_quality_red,Wine Quality Red,ekk,10,0,0.330175,0,0,0.6521220229315077,0.03234170591869883,0.505210829032855,0.02402553703039731,0.3459043630619913,0.03738859689531171,0.7324597855932622,0.13521304968587824,0.2190886128201126,0.040738220702259825,0.2515657678207556,0.04061316145363103,0.17521997468792008,0.012679716698733207,1.1115835254853954,0.08449334771864425,1.0015091379119414,0.06976031542206512,0.5017742097628023,0.01543910592286625,0.39945925593656734,0.01791314522490526,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0
main_grouped_repeated5fold,main,wine_quality_red,Wine Quality Red,relevance_weighted_rf,10,0,1.777015,0,0,0.6341028715569802,0.03209164225650033,0.49575892423872714,0.022228733844002424,0.38192515783210595,0.0285276085034785,0.7002433372776147,0.12132832540161981,0.20954470236462833,0.03783354507465726,0.23618449394908508,0.03817654968005957,0.17521997468792008,0.012679716698733207,1.0977282150632088,0.0681231672898588,0.966186089723952,0.05722732258473615,0.480043235532869,0.019163124985006382,0.3955257459116034,0.01432190375113293,2.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0
main_grouped_repeated5fold,main,wine_quality_red,Wine Quality Red,rf,10,0,1.807801,0,0,0.6317195249191254,0.031005949736209976,0.48693584171380017,0.022034185529210548,0.3863940590442791,0.030327433497420942,0.6963822443557834,0.11038785311875951,0.2083236912507219,0.034321531990027174,0.23538088962279416,0.03535737568404586,0.17521997468792008,0.012679716698733207,1.0983119312042342,0.05853443322923698,0.9644859652783786,0.05095885101432998,0.4760876870448203,0.02353485482346258,0.3852414896251797,0.017505089851943306,1.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0
main_grouped_repeated5fold,main,wine_quality_red,Wine Quality Red,smogn_rf,10,8312,4.1245650000000005,0,0,0.6383078639286548,0.026449529090568358,0.4916762613129265,0.020276105345772993,0.37270203987651157,0.039688208343756866,0.6383973971657653,0.09304689522996022,0.19120700021209067,0.028906418387394658,0.23287770422690782,0.03126176443061628,0.17521997468792008,0.012679716698733207,1.023130339487039,0.055676820828914564,0.8611413664707372,0.049203116874113696,0.5203159177566145,0.022006943435557823,0.4130998411552517,0.01759851612126631,3.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0
main_grouped_repeated5fold,main,wine_quality_red,Wine Quality Red,smote_r_rf,10,8312,4.028166,0,0,0.6431485828640213,0.03086775938637768,0.4947766466630827,0.02748356268526386,0.3631812794386335,0.04541035310005602,0.6275645620073689,0.0984358355303556,0.18798480851464378,0.02979878871354175,0.23497833044183417,0.03315467422718818,0.17521997468792008,0.012679716698733207,1.0074745887523364,0.06237034873376885,0.8365429756050368,0.05807152083792637,0.53363332309006,0.027629707513237622,0.4220234754763787,0.02509680517298209,4.0,3.0,1.0,1.0,2.0,1.0,5.0,4.0
