comparison,same_best_metrics,metric_count,mean_spearman_rank_correlation,minimum_spearman_rank_correlation,mean_rmse_relative_delta_pct,min_rmse_relative_delta_pct,max_rmse_relative_delta_pct,mean_sera_relative_delta_pct,min_sera_relative_delta_pct,max_sera_relative_delta_pct,mean_r2_delta
bmi_schema,8,8,0.9249999999999998,0.8999999999999998,0.06970863349564035,-0.22458675228783886,0.3089942405334143,0.27424275868966413,-0.04031816813623646,0.7282193678955327,-0.0010756825365682969
air_quality_scope,5,8,0.8749999999999999,0.7,-16.555746586187265,-18.604407341676456,-10.364293190401455,-36.822444728209064,-40.7725581037439,-28.275121913120188,0.06572161900476739
duplicate_split_policy_wine,5,8,0.8874999999999998,0.6,-7.412861246676431,-9.903699956845745,0.10573203209846495,-11.457562477415909,-17.013145155252126,0.4859118713762554,0.08579207449232715
duplicate_split_policy_concrete,6,8,0.9374999999999998,0.8999999999999998,2.129652631912371,0.4096179880018499,2.8594542460854493,3.137839751105426,1.2428660085911072,5.140589500413309,-0.005505254956723138
duplicate_split_policy_income,2,8,0.8499999999999999,0.7,0.7295524366471247,0.11894991776278659,1.3560660223993524,1.451699545081573,0.1716055947410041,2.578301086847881,-0.015326764479740157
