dataset_key,model_key,train_n,test_n,model_feature_count,fit_index_hash,test_index_hash,relevance_train_hash,resampling_method,synthetic_n,resampled_train_n,final_rare_ratio_train,invalid_nominal_total,invalid_binary_total,invalid_onehot_group_total,ordinal_noninteger_total,out_of_bounds_total,sample_weight_min,sample_weight_mean,sample_weight_max,n,rmse,mae,r2,wmse,sera,oiha,rare_count,normal_count,rare_ratio,rare_rmse,rare_mae,normal_rmse,normal_mae,protocol,scenario,dataset_name,repeat,fold,split_seed,model_seed,rf_n_estimators,train_index_sha256,test_index_sha256,actual_group_overlap_n,overlap_test_rows_n,test_group_n,elapsed_seconds,task_id
abalone,ekk,3341,836,10,3b2b1a1ab46df5f5d1b04ca9d81d3617bfaff751ac48a3823fa41927fd6d5dfa,70f8009f6cf93fd55bd7602a764c876433c5df99840b6669403a8c5be87ce44a,3547926a94f1f721647e56721f955e8a549c08d22d2343efc12eb854a085aee9,none,0,3341,0.27297216402274765,0,0,0,0,0,,,,836,2.291484995950162,1.5745644070684415,0.5073223051078976,8.697321315492163,3.1123273456725653,4.015144499247066,229,607,0.27392344497607657,3.2242244908523956,2.3430190712292593,1.819334888477673,1.284653174625563,main_grouped_repeated5fold,main,Abalone,1,1,42,50110101,100,79079eb9238ab2f01424982d0989aa4c5a6cf691ef285e00bc036e75741f3a1d,58a03d1b681a09218d8191859e08d819082946a4f2372f4052b109f3fb15cd21,0,0,836,0.039831,main_grouped_repeated5fold|main|abalone|r1|f1|ekk
abalone,rf,3341,836,10,3b2b1a1ab46df5f5d1b04ca9d81d3617bfaff751ac48a3823fa41927fd6d5dfa,70f8009f6cf93fd55bd7602a764c876433c5df99840b6669403a8c5be87ce44a,3547926a94f1f721647e56721f955e8a549c08d22d2343efc12eb854a085aee9,none,0,3341,0.27297216402274765,0,0,0,0,0,,,,836,2.188974099515531,1.532279324234872,0.5504167621239707,8.673189580806616,3.10234836074143,3.6136111695759436,229,607,0.27392344497607657,3.272635865429659,2.309871361782008,1.5996090128322056,1.2389208784386707,main_grouped_repeated5fold,main,Abalone,1,1,42,50110102,100,79079eb9238ab2f01424982d0989aa4c5a6cf691ef285e00bc036e75741f3a1d,58a03d1b681a09218d8191859e08d819082946a4f2372f4052b109f3fb15cd21,0,0,836,0.250246,main_grouped_repeated5fold|main|abalone|r1|f1|rf
abalone,smote_r_rf,3341,836,10,3b2b1a1ab46df5f5d1b04ca9d81d3617bfaff751ac48a3823fa41927fd6d5dfa,70f8009f6cf93fd55bd7602a764c876433c5df99840b6669403a8c5be87ce44a,3547926a94f1f721647e56721f955e8a549c08d22d2343efc12eb854a085aee9,smote_r,1517,4858,0.5,0,0,0,0,0,,,,836,2.2509268712387844,1.5962314297796154,0.5246082546518678,8.290483984235221,2.9663448904249456,3.803559925164068,229,607,0.27392344497607657,3.1429648302573345,2.161143420884703,1.8031746730143685,1.3831097725093267,main_grouped_repeated5fold,main,Abalone,1,1,42,50110103,100,79079eb9238ab2f01424982d0989aa4c5a6cf691ef285e00bc036e75741f3a1d,58a03d1b681a09218d8191859e08d819082946a4f2372f4052b109f3fb15cd21,0,0,836,0.640974,main_grouped_repeated5fold|main|abalone|r1|f1|smote_r_rf
abalone,smogn_rf,3341,836,10,3b2b1a1ab46df5f5d1b04ca9d81d3617bfaff751ac48a3823fa41927fd6d5dfa,70f8009f6cf93fd55bd7602a764c876433c5df99840b6669403a8c5be87ce44a,3547926a94f1f721647e56721f955e8a549c08d22d2343efc12eb854a085aee9,smogn,1517,4858,0.5,0,0,0,0,0,,,,836,2.23607254207077,1.5917633702645935,0.5308619672890855,8.18773244277008,2.9298886642502344,3.717625143404133,229,607,0.27392344497607657,3.1184637273801163,2.1631510789747312,1.7937444830869216,1.3761986498451182,main_grouped_repeated5fold,main,Abalone,1,1,42,50110104,100,79079eb9238ab2f01424982d0989aa4c5a6cf691ef285e00bc036e75741f3a1d,58a03d1b681a09218d8191859e08d819082946a4f2372f4052b109f3fb15cd21,0,0,836,0.624747,main_grouped_repeated5fold|main|abalone|r1|f1|smogn_rf
abalone,relevance_weighted_rf,3341,836,10,3b2b1a1ab46df5f5d1b04ca9d81d3617bfaff751ac48a3823fa41927fd6d5dfa,70f8009f6cf93fd55bd7602a764c876433c5df99840b6669403a8c5be87ce44a,3547926a94f1f721647e56721f955e8a549c08d22d2343efc12eb854a085aee9,none,0,3341,0.27297216402274765,0,0,0,0,0,0.13726861422377323,1.0,2.7453722844754647,836,2.1959642480348385,1.5229803366599222,0.5475408291532448,8.781079472132728,3.140835165163941,3.6664187718399694,229,607,0.27392344497607657,3.3036837046671144,2.3255901603934714,1.5886893500107735,1.2201835497818618,main_grouped_repeated5fold,main,Abalone,1,1,42,50110105,100,79079eb9238ab2f01424982d0989aa4c5a6cf691ef285e00bc036e75741f3a1d,58a03d1b681a09218d8191859e08d819082946a4f2372f4052b109f3fb15cd21,0,0,836,0.213946,main_grouped_repeated5fold|main|abalone|r1|f1|relevance_weighted_rf
abalone,ekk,3341,836,10,f5c8e87956cf0a924578c909552f054918c9d26c8ed13bab0b8134a9a5b9dd7e,e053b655aea9ed4cd167e8423d676b3273b1036b77788d835cbe903af2cb7ebd,1c91fb1211a0cd0cb9b54fa1ef50b70dfd556bc78a7209e02d3ad7d6d837c9c2,none,0,3341,0.2741694103561808,0,0,0,0,0,,,,836,2.253859600845767,1.6448218073858267,0.49990471138999426,9.364802085873288,3.337580531540638,3.7913898401614077,225,611,0.26913875598086123,3.4863055195956294,2.750950416460986,1.573126861245069,1.2374913048622413,main_grouped_repeated5fold,main,Abalone,1,2,42,50110201,100,b61d11a742961cfdf97a8eea6f3c256e1db7c76e24850ee49adb62172cd2707a,7fd889c3e417eadec95f1ed03d1a4aa2a6da39c7c6282dd0a4376eead1895248,0,0,836,0.030701,main_grouped_repeated5fold|main|abalone|r1|f2|ekk
abalone,rf,3341,836,10,f5c8e87956cf0a924578c909552f054918c9d26c8ed13bab0b8134a9a5b9dd7e,e053b655aea9ed4cd167e8423d676b3273b1036b77788d835cbe903af2cb7ebd,1c91fb1211a0cd0cb9b54fa1ef50b70dfd556bc78a7209e02d3ad7d6d837c9c2,none,0,3341,0.2741694103561808,0,0,0,0,0,,,,836,2.1766755716127832,1.5734095018704946,0.5335700261767239,8.484238870134288,3.025030073800359,3.5268576643224,225,611,0.26913875598086123,3.283473496979946,2.4924717375635908,1.585082171491596,1.2349659617216462,main_grouped_repeated5fold,main,Abalone,1,2,42,50110202,100,b61d11a742961cfdf97a8eea6f3c256e1db7c76e24850ee49adb62172cd2707a,7fd889c3e417eadec95f1ed03d1a4aa2a6da39c7c6282dd0a4376eead1895248,0,0,836,0.22521,main_grouped_repeated5fold|main|abalone|r1|f2|rf
abalone,smote_r_rf,3341,836,10,f5c8e87956cf0a924578c909552f054918c9d26c8ed13bab0b8134a9a5b9dd7e,e053b655aea9ed4cd167e8423d676b3273b1036b77788d835cbe903af2cb7ebd,1c91fb1211a0cd0cb9b54fa1ef50b70dfd556bc78a7209e02d3ad7d6d837c9c2,smote_r,1509,4850,0.5,0,0,0,0,0,,,,836,2.2218158103539016,1.6276533064722154,0.5140236324834153,7.866941338525071,2.8062371784098974,3.6366319365266784,225,611,0.26913875598086123,3.1151844085100002,2.328574055658813,1.7834486474232678,1.3695401009616024,main_grouped_repeated5fold,main,Abalone,1,2,42,50110203,100,b61d11a742961cfdf97a8eea6f3c256e1db7c76e24850ee49adb62172cd2707a,7fd889c3e417eadec95f1ed03d1a4aa2a6da39c7c6282dd0a4376eead1895248,0,0,836,0.632459,main_grouped_repeated5fold|main|abalone|r1|f2|smote_r_rf
abalone,smogn_rf,3341,836,10,f5c8e87956cf0a924578c909552f054918c9d26c8ed13bab0b8134a9a5b9dd7e,e053b655aea9ed4cd167e8423d676b3273b1036b77788d835cbe903af2cb7ebd,1c91fb1211a0cd0cb9b54fa1ef50b70dfd556bc78a7209e02d3ad7d6d837c9c2,smogn,1509,4850,0.5,0,0,0,0,0,,,,836,2.2159930055962436,1.6229975530828036,0.5165675314655598,7.904991039655416,2.819953233126783,3.596772386288293,225,611,0.26913875598086123,3.1279272374255966,2.334911490997734,1.7652299730650964,1.3608361193170764,main_grouped_repeated5fold,main,Abalone,1,2,42,50110204,100,b61d11a742961cfdf97a8eea6f3c256e1db7c76e24850ee49adb62172cd2707a,7fd889c3e417eadec95f1ed03d1a4aa2a6da39c7c6282dd0a4376eead1895248,0,0,836,0.638669,main_grouped_repeated5fold|main|abalone|r1|f2|smogn_rf
abalone,relevance_weighted_rf,3341,836,10,f5c8e87956cf0a924578c909552f054918c9d26c8ed13bab0b8134a9a5b9dd7e,e053b655aea9ed4cd167e8423d676b3273b1036b77788d835cbe903af2cb7ebd,1c91fb1211a0cd0cb9b54fa1ef50b70dfd556bc78a7209e02d3ad7d6d837c9c2,none,0,3341,0.2741694103561808,0,0,0,0,0,0.13721393360605924,1.0000000000000002,2.744278672121185,836,2.166497930057086,1.5602955880724783,0.537921670336249,8.57822998431444,3.0583184887257295,3.4843850090977435,225,611,0.26913875598086123,3.3175386741554194,2.5266208847439984,1.5392200293836569,1.2044474837335388,main_grouped_repeated5fold,main,Abalone,1,2,42,50110205,100,b61d11a742961cfdf97a8eea6f3c256e1db7c76e24850ee49adb62172cd2707a,7fd889c3e417eadec95f1ed03d1a4aa2a6da39c7c6282dd0a4376eead1895248,0,0,836,0.229448,main_grouped_repeated5fold|main|abalone|r1|f2|relevance_weighted_rf
abalone,ekk,3342,835,10,09a3c346d815ceeaaf14446725251c5a0b6cb43932e71957c6ae961e892f6dd1,54a3ed5165f667cc5ebb7f601abcb6fa64f1bd9536eb8995b69ce8c6759f6528,fbcf88ea135075abd3a43dc0ffb62fe870b6a52a4c7a29fcab3f5613f4684303,none,0,3342,0.2719928186714542,0,0,0,0,0,,,,835,2.2442892482069032,1.6147890581600888,0.5418930373895874,9.154465592875585,3.265942346744887,3.7660670356445323,232,603,0.2778443113772455,3.3748592497665535,2.6401959032758855,1.6101625805038202,1.2202710016644585,main_grouped_repeated5fold,main,Abalone,1,3,42,50110301,100,024caf12e227c8aafcff9101c96d12200482dd59c7d64047c0338e7fb16b1a24,a4f2f3e7be469140c6fd8c8aaf357abed8e4ba8bba4fc51da212518cf51a4656,0,0,835,0.030839,main_grouped_repeated5fold|main|abalone|r1|f3|ekk
abalone,rf,3342,835,10,09a3c346d815ceeaaf14446725251c5a0b6cb43932e71957c6ae961e892f6dd1,54a3ed5165f667cc5ebb7f601abcb6fa64f1bd9536eb8995b69ce8c6759f6528,fbcf88ea135075abd3a43dc0ffb62fe870b6a52a4c7a29fcab3f5613f4684303,none,0,3342,0.2719928186714542,0,0,0,0,0,,,,835,2.1790828027561013,1.522218061840433,0.5681263558113578,8.939678153668224,3.188984100463395,3.615967410286924,232,603,0.2778443113772455,3.3214011655870253,2.453688233653499,1.5267432638007623,1.1638414783236317,main_grouped_repeated5fold,main,Abalone,1,3,42,50110302,100,024caf12e227c8aafcff9101c96d12200482dd59c7d64047c0338e7fb16b1a24,a4f2f3e7be469140c6fd8c8aaf357abed8e4ba8bba4fc51da212518cf51a4656,0,0,835,0.219708,main_grouped_repeated5fold|main|abalone|r1|f3|rf
abalone,smote_r_rf,3342,835,10,09a3c346d815ceeaaf14446725251c5a0b6cb43932e71957c6ae961e892f6dd1,54a3ed5165f667cc5ebb7f601abcb6fa64f1bd9536eb8995b69ce8c6759f6528,fbcf88ea135075abd3a43dc0ffb62fe870b6a52a4c7a29fcab3f5613f4684303,smote_r,1524,4866,0.5,0,0,0,0,0,,,,835,2.2236540247921033,1.5897321105334865,0.5502784813426056,8.249549115889064,2.9442618594109695,3.678632415882589,232,603,0.2778443113772455,3.108760981802316,2.21550726562305,1.7688255264350483,1.3489695301341849,main_grouped_repeated5fold,main,Abalone,1,3,42,50110303,100,024caf12e227c8aafcff9101c96d12200482dd59c7d64047c0338e7fb16b1a24,a4f2f3e7be469140c6fd8c8aaf357abed8e4ba8bba4fc51da212518cf51a4656,0,0,835,0.621702,main_grouped_repeated5fold|main|abalone|r1|f3|smote_r_rf
abalone,smogn_rf,3342,835,10,09a3c346d815ceeaaf14446725251c5a0b6cb43932e71957c6ae961e892f6dd1,54a3ed5165f667cc5ebb7f601abcb6fa64f1bd9536eb8995b69ce8c6759f6528,fbcf88ea135075abd3a43dc0ffb62fe870b6a52a4c7a29fcab3f5613f4684303,smogn,1524,4866,0.5,0,0,0,0,0,,,,835,2.190415828394168,1.5704924150451574,0.563622476818832,8.249585726506966,2.9440050186209836,3.5471479631354286,232,603,0.2778443113772455,3.125157903292807,2.2416756415379293,1.6988975490802924,1.3122593992137757,main_grouped_repeated5fold,main,Abalone,1,3,42,50110304,100,024caf12e227c8aafcff9101c96d12200482dd59c7d64047c0338e7fb16b1a24,a4f2f3e7be469140c6fd8c8aaf357abed8e4ba8bba4fc51da212518cf51a4656,0,0,835,0.649148,main_grouped_repeated5fold|main|abalone|r1|f3|smogn_rf
abalone,relevance_weighted_rf,3342,835,10,09a3c346d815ceeaaf14446725251c5a0b6cb43932e71957c6ae961e892f6dd1,54a3ed5165f667cc5ebb7f601abcb6fa64f1bd9536eb8995b69ce8c6759f6528,fbcf88ea135075abd3a43dc0ffb62fe870b6a52a4c7a29fcab3f5613f4684303,none,0,3342,0.2719928186714542,0,0,0,0,0,0.137263124275134,1.0,2.74526248550268,835,2.175268536812423,1.5292767887663752,0.5696369356120625,8.953850341146723,3.194245764441736,3.5800720799289216,232,603,0.2778443113772455,3.3339552428253265,2.475205771812142,1.5085755825699645,1.1653372795348362,main_grouped_repeated5fold,main,Abalone,1,3,42,50110305,100,024caf12e227c8aafcff9101c96d12200482dd59c7d64047c0338e7fb16b1a24,a4f2f3e7be469140c6fd8c8aaf357abed8e4ba8bba4fc51da212518cf51a4656,0,0,835,0.238201,main_grouped_repeated5fold|main|abalone|r1|f3|relevance_weighted_rf
abalone,ekk,3342,835,10,1843307dddecaefbb4571fe0e44d1f6985f6a6fab4d5e8da624497174ab90010,1518fc67779b305279c33ef8686402747bec390497fccf6628b389cb81d2a97e,e442497eeae9a62b24ebff18f9e56aabc4f7991d017fb739e60c411b6fce40bf,none,0,3342,0.2710951526032316,0,0,0,0,0,,,,835,2.1037317375485878,1.5399674079309902,0.5566418843126426,7.781132391805374,2.789852020605795,3.2281782100365284,235,600,0.281437125748503,3.083434572709031,2.3350785017786566,1.5605395285491326,1.2285488961739877,main_grouped_repeated5fold,main,Abalone,1,4,42,50110401,100,6d7605294fd8a240c0cdbb0bfbad79a3f6c40316bc40180177c2f3c02c98a568,62e3a4db97143af6721c778b8da6504dc6e9e618317fc3e147aa5695dc7efef9,0,0,835,0.039775,main_grouped_repeated5fold|main|abalone|r1|f4|ekk
abalone,rf,3342,835,10,1843307dddecaefbb4571fe0e44d1f6985f6a6fab4d5e8da624497174ab90010,1518fc67779b305279c33ef8686402747bec390497fccf6628b389cb81d2a97e,e442497eeae9a62b24ebff18f9e56aabc4f7991d017fb739e60c411b6fce40bf,none,0,3342,0.2710951526032316,0,0,0,0,0,,,,835,2.066855920801008,1.4758071056466837,0.5720486985659602,7.409839896125116,2.657379472490082,3.127182532676115,235,600,0.281437125748503,2.999782619372325,2.197246323700911,1.555815693008899,1.1932434119087783,main_grouped_repeated5fold,main,Abalone,1,4,42,50110402,100,6d7605294fd8a240c0cdbb0bfbad79a3f6c40316bc40180177c2f3c02c98a568,62e3a4db97143af6721c778b8da6504dc6e9e618317fc3e147aa5695dc7efef9,0,0,835,0.227529,main_grouped_repeated5fold|main|abalone|r1|f4|rf
abalone,smote_r_rf,3342,835,10,1843307dddecaefbb4571fe0e44d1f6985f6a6fab4d5e8da624497174ab90010,1518fc67779b305279c33ef8686402747bec390497fccf6628b389cb81d2a97e,e442497eeae9a62b24ebff18f9e56aabc4f7991d017fb739e60c411b6fce40bf,smote_r,1530,4872,0.5,0,0,0,0,0,,,,835,2.111122456422088,1.5518444924287822,0.5535212478161031,6.65051838559545,2.3868226578727416,3.1853769281571735,235,600,0.281437125748503,2.758441254624715,1.9530796814497597,1.7950604378137163,1.394694043395566,main_grouped_repeated5fold,main,Abalone,1,4,42,50110403,100,6d7605294fd8a240c0cdbb0bfbad79a3f6c40316bc40180177c2f3c02c98a568,62e3a4db97143af6721c778b8da6504dc6e9e618317fc3e147aa5695dc7efef9,0,0,835,0.631859,main_grouped_repeated5fold|main|abalone|r1|f4|smote_r_rf
abalone,smogn_rf,3342,835,10,1843307dddecaefbb4571fe0e44d1f6985f6a6fab4d5e8da624497174ab90010,1518fc67779b305279c33ef8686402747bec390497fccf6628b389cb81d2a97e,e442497eeae9a62b24ebff18f9e56aabc4f7991d017fb739e60c411b6fce40bf,smogn,1530,4872,0.5,0,0,0,0,0,,,,835,2.1090264572555455,1.5442713985965242,0.5544073684028018,6.776126894460383,2.4318762425370393,3.198660686646595,235,600,0.281437125748503,2.806812915272296,2.025906546104488,1.7619577722037338,1.3556309658225716,main_grouped_repeated5fold,main,Abalone,1,4,42,50110404,100,6d7605294fd8a240c0cdbb0bfbad79a3f6c40316bc40180177c2f3c02c98a568,62e3a4db97143af6721c778b8da6504dc6e9e618317fc3e147aa5695dc7efef9,0,0,835,0.623679,main_grouped_repeated5fold|main|abalone|r1|f4|smogn_rf
abalone,relevance_weighted_rf,3342,835,10,1843307dddecaefbb4571fe0e44d1f6985f6a6fab4d5e8da624497174ab90010,1518fc67779b305279c33ef8686402747bec390497fccf6628b389cb81d2a97e,e442497eeae9a62b24ebff18f9e56aabc4f7991d017fb739e60c411b6fce40bf,none,0,3342,0.2710951526032316,0,0,0,0,0,0.1374015646158756,1.0,2.7480312923175116,835,2.039752799362236,1.4618999595475846,0.5831987425579712,7.255162960519257,2.601963238779155,3.0441896373414883,235,600,0.281437125748503,2.9753100956311616,2.1952000851200637,1.5241190893315328,1.1746907436983636,main_grouped_repeated5fold,main,Abalone,1,4,42,50110405,100,6d7605294fd8a240c0cdbb0bfbad79a3f6c40316bc40180177c2f3c02c98a568,62e3a4db97143af6721c778b8da6504dc6e9e618317fc3e147aa5695dc7efef9,0,0,835,0.214471,main_grouped_repeated5fold|main|abalone|r1|f4|relevance_weighted_rf
abalone,ekk,3342,835,10,2972c2de4aee6442ea8353780138d82abee4e3d620a8f42a2cc03e52f209dd9d,39f659427a5dd5f24a43d01193134e16898539e200292d0e1dfd080c7b1a096b,689adfd9896a578bc98c56bd2de509eea73763deb9ed207a3e9e1b6813afc3be,none,0,3342,0.2755834829443447,0,0,0,0,0,,,,835,2.1809040202197156,1.5422713873487726,0.5317924845190931,8.915409333983147,3.1475635762754197,3.6124416532444275,220,615,0.2634730538922156,3.3831069648393943,2.584469839228164,1.5373692325104575,1.1694524289528927,main_grouped_repeated5fold,main,Abalone,1,5,42,50110501,100,96f101852eec0c5e212604b85d7648dd48a81c258b3f0a7af5def84d0c169aef,8bc48f9c33500f115626e6242fbde87ae239f51aea4dc712ca9cd2d185046acb,0,0,835,0.030026,main_grouped_repeated5fold|main|abalone|r1|f5|ekk
abalone,rf,3342,835,10,2972c2de4aee6442ea8353780138d82abee4e3d620a8f42a2cc03e52f209dd9d,39f659427a5dd5f24a43d01193134e16898539e200292d0e1dfd080c7b1a096b,689adfd9896a578bc98c56bd2de509eea73763deb9ed207a3e9e1b6813afc3be,none,0,3342,0.2755834829443447,0,0,0,0,0,,,,835,2.1706313479976673,1.5382253947117452,0.536192875066655,8.697445677490489,3.071688804876836,3.5371074312188546,220,615,0.2634730538922156,3.3484411397990272,2.4708339412070055,1.544761407191561,1.2046093292988067,main_grouped_repeated5fold,main,Abalone,1,5,42,50110502,100,96f101852eec0c5e212604b85d7648dd48a81c258b3f0a7af5def84d0c169aef,8bc48f9c33500f115626e6242fbde87ae239f51aea4dc712ca9cd2d185046acb,0,0,835,0.22739,main_grouped_repeated5fold|main|abalone|r1|f5|rf
abalone,smote_r_rf,3342,835,10,2972c2de4aee6442ea8353780138d82abee4e3d620a8f42a2cc03e52f209dd9d,39f659427a5dd5f24a43d01193134e16898539e200292d0e1dfd080c7b1a096b,689adfd9896a578bc98c56bd2de509eea73763deb9ed207a3e9e1b6813afc3be,smote_r,1500,4842,0.5,0,0,0,0,0,,,,835,2.1901925375308675,1.5650083523416825,0.5277957797434419,7.790237304816946,2.752851466287117,3.5637522180379775,220,615,0.2634730538922156,3.0962310246688243,2.217246176022781,1.7560050075298024,1.3316875048460048,main_grouped_repeated5fold,main,Abalone,1,5,42,50110503,100,96f101852eec0c5e212604b85d7648dd48a81c258b3f0a7af5def84d0c169aef,8bc48f9c33500f115626e6242fbde87ae239f51aea4dc712ca9cd2d185046acb,0,0,835,0.616115,main_grouped_repeated5fold|main|abalone|r1|f5|smote_r_rf
abalone,smogn_rf,3342,835,10,2972c2de4aee6442ea8353780138d82abee4e3d620a8f42a2cc03e52f209dd9d,39f659427a5dd5f24a43d01193134e16898539e200292d0e1dfd080c7b1a096b,689adfd9896a578bc98c56bd2de509eea73763deb9ed207a3e9e1b6813afc3be,smogn,1500,4842,0.5,0,0,0,0,0,,,,835,2.218243625334676,1.591825268637354,0.5156227260309085,8.201340011465684,2.897786828309803,3.6506995008608034,220,615,0.2634730538922156,3.2048168683601883,2.308093414410367,1.733982556938854,1.335599265271398,main_grouped_repeated5fold,main,Abalone,1,5,42,50110504,100,96f101852eec0c5e212604b85d7648dd48a81c258b3f0a7af5def84d0c169aef,8bc48f9c33500f115626e6242fbde87ae239f51aea4dc712ca9cd2d185046acb,0,0,835,0.612846,main_grouped_repeated5fold|main|abalone|r1|f5|smogn_rf
abalone,relevance_weighted_rf,3342,835,10,2972c2de4aee6442ea8353780138d82abee4e3d620a8f42a2cc03e52f209dd9d,39f659427a5dd5f24a43d01193134e16898539e200292d0e1dfd080c7b1a096b,689adfd9896a578bc98c56bd2de509eea73763deb9ed207a3e9e1b6813afc3be,none,0,3342,0.2755834829443447,0,0,0,0,0,0.13688094657757538,1.0000000000000002,2.7376189315515074,835,2.156601591853795,1.5120374904397427,0.5421690826088624,8.611561146599383,3.0412109698439433,3.5166858156948804,220,615,0.2634730538922156,3.3361661006979006,2.4728396273227977,1.5274858297111258,1.1683359130181623,main_grouped_repeated5fold,main,Abalone,1,5,42,50110505,100,96f101852eec0c5e212604b85d7648dd48a81c258b3f0a7af5def84d0c169aef,8bc48f9c33500f115626e6242fbde87ae239f51aea4dc712ca9cd2d185046acb,0,0,835,0.22541,main_grouped_repeated5fold|main|abalone|r1|f5|relevance_weighted_rf
abalone,ekk,3341,836,10,c226ef0cac42111935a7ea8e5a23933f378c8cc345c3efa55533e48f2daf9255,fdafa10f16aec48712ab5c125b616e24f3c384a844e3b93f0c2ce4b543b265b1,eea50909422c295f0de62efc46fccabf71a163ea40f6dab16ed57a922d9a5d24,none,0,3341,0.276563903023047,0,0,0,0,0,,,,836,2.115644582934736,1.5457191250279831,0.5246910486218659,7.584942383402401,2.658425683113366,3.2192599755795417,217,619,0.2595693779904306,3.0726882701628675,2.295996482737755,1.6538539743442922,1.2826978219213265,main_grouped_repeated5fold,main,Abalone,2,1,43,50120101,100,9d1522a35999386f66a519f8d45850c7a01f3ce31587cbc82d77c2a672d7a00b,af8a9cab91c463482e12420e8755ee9437bec8ddf0765ddff43edb570d9cdf72,0,0,836,0.030491,main_grouped_repeated5fold|main|abalone|r2|f1|ekk
abalone,rf,3341,836,10,c226ef0cac42111935a7ea8e5a23933f378c8cc345c3efa55533e48f2daf9255,fdafa10f16aec48712ab5c125b616e24f3c384a844e3b93f0c2ce4b543b265b1,eea50909422c295f0de62efc46fccabf71a163ea40f6dab16ed57a922d9a5d24,none,0,3341,0.276563903023047,0,0,0,0,0,,,,836,2.0158532310956,1.482612526310039,0.5684725858242079,6.657232544677575,2.3345253806578024,2.8596630257963844,217,619,0.2595693779904306,2.8774625723699896,2.1355584573681834,1.6079912999440482,1.2537122564560532,main_grouped_repeated5fold,main,Abalone,2,1,43,50120102,100,9d1522a35999386f66a519f8d45850c7a01f3ce31587cbc82d77c2a672d7a00b,af8a9cab91c463482e12420e8755ee9437bec8ddf0765ddff43edb570d9cdf72,0,0,836,0.219034,main_grouped_repeated5fold|main|abalone|r2|f1|rf
abalone,smote_r_rf,3341,836,10,c226ef0cac42111935a7ea8e5a23933f378c8cc345c3efa55533e48f2daf9255,fdafa10f16aec48712ab5c125b616e24f3c384a844e3b93f0c2ce4b543b265b1,eea50909422c295f0de62efc46fccabf71a163ea40f6dab16ed57a922d9a5d24,smote_r,1493,4834,0.5,0,0,0,0,0,,,,836,2.092793930533183,1.5586128335101561,0.5349030335007052,6.335532291898591,2.2232758900099667,3.0699073976577407,217,619,0.2595693779904306,2.7338589784346397,2.0018582469854884,1.8152320571975162,1.4032263153774467,main_grouped_repeated5fold,main,Abalone,2,1,43,50120103,100,9d1522a35999386f66a519f8d45850c7a01f3ce31587cbc82d77c2a672d7a00b,af8a9cab91c463482e12420e8755ee9437bec8ddf0765ddff43edb570d9cdf72,0,0,836,0.632818,main_grouped_repeated5fold|main|abalone|r2|f1|smote_r_rf
abalone,smogn_rf,3341,836,10,c226ef0cac42111935a7ea8e5a23933f378c8cc345c3efa55533e48f2daf9255,fdafa10f16aec48712ab5c125b616e24f3c384a844e3b93f0c2ce4b543b265b1,eea50909422c295f0de62efc46fccabf71a163ea40f6dab16ed57a922d9a5d24,smogn,1493,4834,0.5,0,0,0,0,0,,,,836,2.0818083367922102,1.5291302543185368,0.5397730363089523,6.4716365196892935,2.270775650638318,3.077674533358362,217,619,0.2595693779904306,2.7637369037527137,1.98304454586474,1.7820064801888345,1.3700035963774608,main_grouped_repeated5fold,main,Abalone,2,1,43,50120104,100,9d1522a35999386f66a519f8d45850c7a01f3ce31587cbc82d77c2a672d7a00b,af8a9cab91c463482e12420e8755ee9437bec8ddf0765ddff43edb570d9cdf72,0,0,836,0.62659,main_grouped_repeated5fold|main|abalone|r2|f1|smogn_rf
abalone,relevance_weighted_rf,3341,836,10,c226ef0cac42111935a7ea8e5a23933f378c8cc345c3efa55533e48f2daf9255,fdafa10f16aec48712ab5c125b616e24f3c384a844e3b93f0c2ce4b543b265b1,eea50909422c295f0de62efc46fccabf71a163ea40f6dab16ed57a922d9a5d24,none,0,3341,0.276563903023047,0,0,0,0,0,0.1366703740446922,1.0,2.733407480893844,836,2.012047668467786,1.4667069609181373,0.5701003377694585,6.839542804172533,2.3981154565745864,2.885560481147488,217,619,0.2595693779904306,2.9255021567257136,2.1733555415161687,1.5707342690424666,1.2189803987375674,main_grouped_repeated5fold,main,Abalone,2,1,43,50120105,100,9d1522a35999386f66a519f8d45850c7a01f3ce31587cbc82d77c2a672d7a00b,af8a9cab91c463482e12420e8755ee9437bec8ddf0765ddff43edb570d9cdf72,0,0,836,0.225426,main_grouped_repeated5fold|main|abalone|r2|f1|relevance_weighted_rf
abalone,ekk,3341,836,10,d1c26c67979994c125a8e40b2e622d387c2e22d6e16009f0f4313c2a0f99e9ed,6b48985cc7542817fe53fce42b5066b00cf7d208792532ea099e391ea9dc587a,155878c512b552bb2decca4ffd9ef69772348e8542d9b51c78c6f40dc0a49e6d,none,0,3341,0.2741694103561808,0,0,0,0,0,,,,836,2.2676876416631684,1.6192761509690532,0.5086627260637756,9.097450335817637,3.218483322496679,3.7926776512931206,225,611,0.26913875598086123,3.3956867447961714,2.522220452092013,1.670308510215102,1.2867680204409584,main_grouped_repeated5fold,main,Abalone,2,2,43,50120201,100,da783e4ba26c1e9e689ce23b08741e18c880795be26b7eaa6490606ace584b3f,744c160fb834d429e24f1f8d2aee6f04168c150a393db7ee033b0b3c2401f816,0,0,836,0.032896,main_grouped_repeated5fold|main|abalone|r2|f2|ekk
